count,asn_no,asn_org
5,207333,LLP Kompaniya Hoster.KZ
5,41164,Get AS
5,13371,DUKE-INTERCHANGE
5,4608,Asia Pacific Network Information Centre
5,31798,DataCity
5,55423,JasTel Network
5,55081,24SHELLS
5,6167,CELLCO-PART
5,78,BA-346-78
5,16591,GOOGLE-FIBER
5,49699,SuperHosting.BG Ltd.
5,23406,CHOATEHALLSTEWART
5,29695,Altibox AS
5,6921,"Arachnitec, INC."
5,205090,Network Management Ltd
5,18164,Mokpo University
5,1916,Rede Nacional de Ensino e Pesquisa
5,7650,The Education University of Hong Kong
5,20021,LNH-INC
5,53334,TUT-AS
5,42237,w1n ltd
5,31229,Beyond.pl sp. z o.o.
5,132204,Total Synergy Info. Tech. Inc.
5,11427,TWC-11427-TEXAS
5,211871,ODEAWEB Bilisim Teknolojileri Sanayi ve Ticaret Limited Sirketi
5,61462,"Ufinet Costa Rica, S. A."
5,45785,TechAvenue Malaysia
5,12414,Solcon Internetdiensten B.V.
5,50245,Serverel Inc.
5,211325,Abramad Technological Infrastructures Development Company PJS
5,205275,ROMARG SRL
5,59674,Aysima Bilisim Teknolojileri
5,45352,IP ServerOne Solutions Sdn Bhd
5,47764,Mail.Ru LLC
5,50810,Mobin Net Communication Company (Private Joint Stock)
5,57378,JSC ER-Telecom Holding
5,6364,"Atlantic.net, Inc."
5,9997,"Suzuka Cable Co.,Ltd"
5,38930,LeaseWeb Network B.V.
5,5479,Kauno Technologijos Universitetas
5,47381,DoclerWeb Kft.
5,199968,Iws Networks LLC
4,15317,SERVEREL-AS
4,209641,NTX Technologies s.r.o.
4,25233,Arabian Internet & Communications Services Co.ltd
4,7381,SunGard Availability Services LP
4,132372,GB Network Solutions Sdn. Bhd.
4,15806,Irish Government
4,203523,Virtono Networks SRL
4,39451,Melbourne Server Hosting Ltd
4,41701,Capgemini Finland Oy
4,12533,RMnet S.R.L.
4,6703,Private Joint-stock Company farlep-invest
4,33459,EVAULT-AS
4,58203,Turk Traktor Ve Ziraat Makinalari A.S.
4,25234,"ACTIVE 24, s.r.o."
4,157,INTELLIAUTON
4,6185,APPLE-AUSTIN
4,64428,Mizban Web Paytakht Co. Ltd.
4,56707,OOO NETCOM
4,5505,Vadavo Soluciones Sl
4,54641,INMOTI-1
4,6391,URBAN-15-AS
4,6719,Limited Liability Company KNOPP
4,6263,NDIN
4,30614,"Dell, Inc."
4,8737,KPN B.V.
4,6739,"Vodafone Ono, S.A."
4,15763,DOKOM Gesellschaft fuer Telekommunikation mbH
4,59432,Ginernet S.l.
4,8728,AS INFONET
4,1756,Shiraz Hamyar Co.
4,41541,sw hosting & communications technologies SL
4,203252,Dolgova Alena Andreevna
4,1008,GANJINGWORLD
4,265762,CASTRO TELLO MARCO IVÁN (CONEXIÓN GLOBAL)
4,25473,EVRY Sweden AB
4,764,Prime Minister's Office
4,38527,"JAWA POS NATIONAL NETWORK MEDIALINK, PT"
4,133683,ZNet Cloud Services
4,6498,INTRADO-CORP
4,36114,VERSAWEB-ASN
4,56958,Raiola Networks S.L.
4,13886,CLOUD-SOUTH
4,11207,BOSTON-GLOBE-NETWORK-01
4,13127,T-mobile Netherlands B.V.
4,57972,Inter Connects Inc
4,16245,Netgroup A/S
4,200223,Etheron Hosting
4,196714,Thueringer Netkom GmbH
4,3737,AS-PTD
4,43754,Asiatech Data Transfer Inc PLC
4,51582,Cifrova Kabelna Korporacia EOOD
4,16253,Primlight AB
4,44489,"STARNET, s.r.o."
4,31476,Marva System Engineering Technical Company Private Joint Stock
4,63997,"Tsukaeru.net, Web Hosting Company, Japan"
4,1767,ILIGHT-NET
4,200139,Statens Vegvesen
4,51088,A2b Ip B.v.
4,681,The University of Waikato
4,17547,M1 NET LTD
4,15510,Compuweb Communications Services Limited
4,51479,Finans-Grupp LLC
4,32098,Transtelco Inc
4,51191,Xirra GmbH
4,26608,SkyOnline de Argentina S.A.
4,36473,BlackMesh Inc.
4,43766,Mobile Telecommunication Company Saudi Arabia Joint-Stock company
4,201601,Astrec Data OU
4,44395,Ucom LLC
4,38209,"CAMINTEL, National Telecommunication Provider, Phnom Penh, Cambodia"
4,49334,Sh Online Iletisim Anonim Sirketi
4,9782,WooSong University
4,7065,SNIC
4,202958,LLP Kompaniya Hoster.KZ
4,3164,Astimp IT Solution SRL
4,62164,Heymman Servers Corporation
4,42961,Mobile Telecommunications Company
4,4605,Hong Kong Baptist University
4,142608,China Telecom
4,134765,CHINANET Yunnan province IDC1 network
4,137702,"Nanjing, Jiangsu Province, P.R.China."
4,36077,Dynamic ASP Inc.
4,9753,Dong-A Universirty
4,6866,Cyprus Telecommunications Authority
4,1850,Internet a Islandi hf
4,48462,Neocom LLC
4,62222,QuickSoft LLC
4,13999,"Mega Cable, S.A. de C.V."
4,140886,UNICOM Guangxi province network
4,31222,Terra S.p.a.
4,200533,Civil association Init Lab
4,38114,Shinjin Network
4,210779,Breezle LLC
4,42683,JSC ER-Telecom Holding
4,39384,"Dream Fusion - IT Services, Lda"
4,203758,Aaron Smith
4,18031,Sangmyung University
4,59447,Istanbuldc Veri Merkezi Ltd Sti
4,42018,Telenet BVBA
4,131918,SHONAN CABLE NETWORK
4,74,Shared Services Canada
4,18229,CtrlS Datacenters Ltd.
4,17995,PT iForte Global Internet
4,58059,Wifiber Haberlesme Teknolojileri Ve Iletisim Hizmetleri San Ve Tic Ltd Sti
4,28110,RACK LODGE S.A.
4,43391,Netdirekt A.S.
4,19037,AMX Argentina S.A.
4,20001,TWC-20001-PACWEST
4,200487,OOO Hosting Vashego Uspeha
4,33548,UNWIRED-NOC
4,4621,Chulalongkorn University
4,212032,Per-Ola Kjell Hammar
4,42055,Tamer Telekom LTD STI
4,378,Israel InterUniversity Computation Center
4,27715,Locaweb Serviços de Internet S/A
4,58683,Rackspace.com Sydney
4,3491,"PCCW Global, Inc."
4,199246,ENARTIA Single Member S.A.
4,12816,Leibniz-Rechenzentrum
4,203647,TradeZone LLC
4,8830,UltraNet d.o.o.
4,25151,Cyso Group B.V.
4,17451,BIZNET NETWORKS
4,43289,Trabia SRL
4,198717,Techstorage sp. z o.o.
4,40676,Psychz Networks
4,27843,OPTICAL TECHNOLOGIES S.A.C.
4,46606,Unified Layer
4,20559,Fundaments B.V.
4,44128,Internet-Pro LLC
4,29636,catalyst2 Services Limited
4,262287,Maxihost Hospedagem de Sites Ltda
4,21021,Multimedia Polska Sp. z o.o.
4,36354,SHERWEB-AS36354
4,19663,CASS INFORMATION SYSTEMS
4,140707,UNICOM Ningxia province network
4,13127,Tele2 Nederland B.V.
4,202933,Cloud Solutions LLC
4,16135,Turkcell Iletisim Hizmetleri A.s.
4,135290,SAN-IDC
4,23033,Wowrack.com
4,38331,Institut Teknologi Sepuluh Nopember
4,25535,Autonomous Non-commercial Organization Regional Network Information Center
4,14230,INVOLTA
4,2116,Globalconnect As
4,33991,Igra-Service LLC
4,210099,Tigova Bilisim A.s.
4,48988,Haicom Limited
4,50060,Annet Ltd.
4,25106,Mobile TeleSystems JLLC
4,54548,PROFITBRICKS-USA
4,9394,China TieTong Telecommunications Corporation
4,818,DOC-AS
4,139235,Truxgo S. R.L. de C.V.
4,29240,Loihde Trust Oy
4,395092,Shock Hosting LLC
4,13030,Init7 (Switzerland) Ltd.
4,141425,China Mobile Group Guangdong communications corporation
4,19194,JOVITA
4,131314,China Broadband Communications Hong Kong Company Limited
4,205134,Dorsa Expert System PJS
4,111,BOSTONU-AS
4,16815,GOTO-PRIMARY-AS
4,35104,Jusan Mobile JSC
4,19148,LEASEWEB-USA-PHX
4,20960,TK Telekom sp. z o.o.
4,24629,NIL Data Communications Ltd.
4,7699,Xtreme.com.au Transit AS # 1
4,54252,SP-NYJ
4,198019,Warba Bank (KSC)
4,3363,Hong Kong University of Science and Technology
4,44764,Bitpro
4,266181,GOLDEN LINK
4,131447,POPIDC powered by CSLoxinfo
4,56971,IT Outsourcing LLC
4,60404,Liteserver Holding B.V.
4,1289,COLGATE-UNIVERSITY
4,25985,SYMBIOSYSTEMS
4,11830,Instituto Costarricense de Electricidad y Telecom.
4,18081,"Kintetsu Cable Network Co., Ltd."
4,63219,GOVNET
4,20676,QSC AG
4,23908,IIAC
4,205692,Webinvest Plus LLC
4,23961,"Misaka Network, Inc."
4,34368,Natskovi & Sie Ltd.
4,5413,Daisy Communications Ltd
4,42708,Portlane AB
4,8402,PVimpelCom
4,26277,Las Vegas NV Datacenter
4,141955,PT Timor Lintas Nusantara
4,19437,SS-ASH
4,2381,WISCNET1-AS
4,11042,NTHL
4,33771,SAFARICOM-LIMITED
4,4835,China Telecom Group
4,34295,Geo BG Net SPLtd.
4,208621,LogicForge Limited
4,43578,Mba Datacenters S.l.
4,200482,nexserv GmbH
4,41786,JSC ER-Telecom Holding
4,57578,Misaka Network LLC
4,205319,Insead Association declaree:
4,393844,PINE-NET
4,22612,"Namecheap, Inc."
4,41944,dataforest GmbH
4,203453,wFlareLTD
4,211557,Taynet Bilisim Yazilim Insaat Sanayi Ve Ticaret Limited Sirketi
4,262253,ECONOCABLE MEDIA SAC
4,60130,Zetta.IO Technology AS
4,50613,Advania Island ehf
4,56089,OFFRATEL
4,31423,"Przedsiebiorstwo PROMAX Spolka Jawna Zofia Formanek-Okroj, Wieslaw Okroj"
4,19905,ULTRADDOS
4,62380,Bunea TELECOM SRL
4,32082,BSC-20041102
4,38700,SMILESERV
4,10396,COQUI-NET
4,30900,Sternforth Ltd.
4,19184,UWECNET
4,889,DVFIBER-VT
4,58722,51 JALAN LANJUT
4,206610,Mixvoip S.A.
4,26646,TRAVELCLICKCORP1
4,34086,T-Systems International GmbH
4,200740,Network Management Ltd
4,25459,Eurofiber Cloud Infra B.V.
4,34550,LLC Intercon
4,58305,SYN LTD
4,60458,Xtudio Networks S.L.U.
4,20746,Telecom Italia
4,61053,UAB ESNET
4,135543,Network Dynamics Pty Ltd
4,132510,IDC ShanXi China Mobile communications corporation
4,43180,Virtual Systems LLC
4,8554,TAS France SAS
4,206374,INNEO Solutions GmbH
4,38841,kbro CO. Ltd.
4,14259,Gtd Internet S.A.
4,3480,PEACHNET-AS3480
4,17530,"Nihon Network Service Co, .Ltd."
4,7992,COGECOWAVE
4,17709,Asia Pacific Telecom
4,206888,HanMing HK Limited
4,7738,Telemar Norte Leste S.A.
4,15774,Limited Liability Company TTK-Svyaz
4,18566,MEGAPATH5
4,25532,LLC masterhost
4,16692,HHMI
4,15525,Servicos De Comunicacoes E Multimedia S.A.
4,7575,Australian Academic and Reasearch Network (AARNet)
4,133178,SAITEIDC Limited
4,10019,Matsusaka Cable-TV Station Inc.
4,17488,Hathway IP Over Cable Internet
4,212411,Myweb Limited
4,7642,DHIVEHI RAAJJEYGE GULHUN PLC
4,9989,Equinix Singapore Pte Ltd
4,12093,UWATERLOO
4,15967,Nazwa.pl Sp.z.o.o.
4,37560,CYBERDYNE
4,58431,"CO ADDISONS, Commercial Lawyers"
4,27616,AS-NEWSCHOOL
4,11975,WM
4,3813,Sogang University
3,36113,UTL-42-36113
3,20207,Gigared S.A.
3,8502,In & Outbound Datacenter
3,57643,AirCity Krzysztof Janukowicz
3,19108,Suddenlink Communications
3,135061,China Unicom Guangdong IP network
3,47385,Jsc ru-center
3,204834,Shabakieh Isfahan Co PJSC
3,15,DYNAMICS
3,33425,COREWEAVE
3,30377,MACST-DUB
3,44418,Bitdefender SRL
3,17461,NSW Department of Commerce
3,23980,Yeungnam University
3,61137,Khalifa University
3,48822,Universum bit Ltd.
3,35385,Al Quds Open University
3,20755,net-lab GmbH
3,59078,Yunify Technologies Inc.
3,9247,National Institute of Education
3,3795,BRYNMAWR
3,134769,ChinaNet Jiangsu Changzhou Liyang IDC network
3,136277,NGE PTY LTD
3,12252,America Movil Peru S.A.C.
3,35994,AKAMAI-AS
3,15836,Arax-Impex s.r.l.
3,47217,Planetel SPA
3,42459,Fiber Optics Bulgaria OOD
3,4455,IX Reach Ltd
3,30847,Lancaster University Network Services Limited
3,39790,Web4U s.r.o.
3,3292,TDC Holding A/S
3,6700,BeotelNet-ISP d.o.o
3,14661,LAURENTIANU
3,49847,Pardazeshgar Ray Azma Co. Ltd.
3,38195,Superloop
3,5518,Telia Latvija SIA
3,62563,AS-GLOBALTELEHOST
3,51540,Fikri DAL
3,6200,UIC-AS
3,4795,INDOSATM2 ASN
3,328882,Sahdsoft-AS
3,25560,rh-tec Business GmbH
3,212886,Audience Serv GmbH
3,9691,KYUNGSUNG UNIVERSITY
3,25472,Nova Telecommunications & Media Single Member S.A
3,11442,NCSU
3,48874,Hostmaze Inc Srl-d
3,4007,"Subisu Cablenet Pvt Ltd, Baluwatar, Kathmandu, Nepal"
3,204213,Netmihan Communication Company Ltd
3,15776,International Business Machines of Belgium Ltd
3,39857,Aalto University Student Union
3,7968,LOYOLA-UNIV-CHICAGO
3,5739,UCSC
3,43495,AWB-NET
3,12915,EPAG Domainservices GmbH
3,59854,Top Level Hosting SRL
3,44574,Network Services Ltd.
3,140815,HTTVSERVER TECHNOLOGY COMPANY LIMITED
3,134542,China Unicom IP network
3,4190,BINGHAMTON-U
3,60490,MTS PJSC
3,35366,ISPpro Internet KG
3,29672,S:t Erik Kommunikation AB
3,924,CLOUDIE-NETWORKS-LLC
3,8866,Vivacom Bulgaria EAD
3,28840,Pjsc tattelecom
3,24314,University Pendidikan Sultan Idris
3,149124,THANH PHAT TECHNOLOGY AND CONSTRUCTION LIMITED COMPANY
3,31476,Engineering company Morva System Plc.
3,197204,TeleMaks Ltd
3,53057,RedeHost Internet Ltda.
3,681,University of Waikato
3,12555,IMAQLIQ SERVICE Ltd
3,9667,5G NETWORK OPERATIONS PTY LTD
3,134433,REDSHIELD SECURITY LIMITED
3,132937,Diadem Technologies Pvt. Ltd.
3,196645,Ltd Hostpro Lab
3,138545,"Zero Cirrus Cloud Computing Shanghai Co., Ltd."
3,137606,Aarav Computers Private Limited
3,29255,GulfNet KSA
3,17552,True Online
3,149769,GA Cloud
3,52862,Redenilf Servicos de Telecomunicacoes Ltda
3,204273,Spie Ics Sasu
3,21578,Universidad autonoma de Bucaramanga
3,395886,KURUN-AS
3,39039,Stansat Stanislaw Grzesik
3,36522,BELL MOBILITY INC.
3,35251,Netlab
3,58477,Argon Data Communication
3,35425,Iomart Hosting Limited
3,9044,BSE Software GmbH
3,11260,EastLink
3,53974,Jazz Network Inc.
3,8308,Naukowa I Akademicka Siec Komputerowa - Panstwowy Instytut Badawczy
3,208951,It-grad Nl B.v.
3,3188,Alastyr Telekomunikasyon A.S.
3,16342,Toya sp.z.o.o
3,12969,Fjarskipti ehf
3,56730,Wirehive Limited
3,9583,Sify Limited
3,25878,QNST-DC01
3,25577,IDE Group Connect Limited
3,9723,iseek Communications Pty Ltd
3,9942,SOUL Converged Communications Australia
3,1239,Sprint
3,74,SSC-299-Z-74
3,29262,Ideal Hosting Teknoloji A.S.
3,44388,It Concept Srl
3,2857,Johannes Gutenberg-Universitaet Mainz
3,11872,SYRACUSE-UNIVERSITY
3,202423,PE Viktor Tyurin
3,8607,Digital Space Group Limited
3,7203,LEASEWEB-USA-SFO-12
3,31334,Vodafone Kabel Deutschland GmbH
3,23884,"Proimage Engineering and Communication Co.,Ltd."
3,40119,NAIT
3,139070,Google Asia Pacific Pte. Ltd.
3,2552,WUSTL-ASN
3,197155,Artnet Spolka z ograniczona odpowiedzialnoscia
3,18638,Datahive.ca
3,131627,"Peicity Digital Cable Television., LTD"
3,16285,Joint Stock Company TransTeleCom
3,1237,KISTI
3,196987,Realdolmen Belgium NV
3,132325,LEMON TELECOMMUNICATIONS LIMITED
3,198651,"Hostline, Uab"
3,12978,Andromeda Tv Digital Platform Isletmeciligi A.s.
3,135391,AOFEI DATA INTERNATIONAL COMPANY LIMITED
3,212083,Evoxt Enterprise
3,22238,DARPA
3,140265,CHINATELECOM SiChuan province Chengdu 5G network
3,24776,Infoclip SA
3,40934,FORTINET
3,49063,Dataline Ltd
3,29256,Syrian Telecommunication Private Closed Joint Stock Company
3,17831,"8 Burn Road# 15-13, Trivex"
3,44050,Petersburg Internet Network ltd.
3,136600,"Beijing Fengniao Network Technology Co., Ltd"
3,23679,Media Antar Nusa PT.
3,13548,CHARLESTON-AS
3,18526,DDPS
3,39007,UAB Balticum TV
3,50599,Data Space Sp. z o.o.
3,4385,RIT-ASN
3,206819,Anson Network Limited
3,265919,BB Host
3,54339,AS54339
3,4816,China Telecom (Group)
3,29949,BFS-49-29949
3,35654,Cores Networks EOOD
3,15915,Masmovil Ibercom SA
3,47402,Multimedia BG EOOD
3,7212,VANDERBILT
3,20686,Bisping & Bisping GmbH & Co KG
3,395111,KVCHOSTING.COM LLC
3,24519,PT Kusuma Dinatha Jaya Abadi
3,265839,HOSTING.
3,47215,Filoo GmbH
3,25575,Ledl.net GmbH
3,134094,"Serverfield Co., Ltd."
3,11878,"tzulo, inc."
3,35425,Bytemark Limited
3,9146,BH Telecom d.d. Sarajevo
3,14529,SJU-5600
3,199868,"DpkgSoft Computers, Ltd."
3,13951,"C7 Data Centers, Inc."
3,11279,GEORGE-MASON-UNIV
3,43948,GleSYS AB
3,135912,VNETWORK Joint Stock Company
3,213136,Akkocloud Network Ltd
3,6128,Cablevision Systems Corp.
3,34360,Cyber_Folks S.A.
3,9614,"Oita Cable Telecom Co,ltd."
3,265823,NETROPOLYS S.A.
3,15685,CASABLANCA INT a.s.
3,395954,LEASEWEB-USA-LAX-11
3,9080,Ipex Ltd.
3,9919,"New Century InfoComm Tech Co., Ltd."
3,9482,Platform Networks Pty Ltd
3,42610,Rostelecom
3,20326,TERASWITCH
3,78,"BT Americas, Inc"
3,24390,The University of the South Pacific
3,135354,NAVER BUSINESS PLATFORM ASIA PACIFIC PTE. LTD.
3,131111,PT Mora Telematika Indonesia
3,16573,SMCC
3,8896,XFIBER AS
3,203496,Olaf Bernhard Rudolf Baumert
3,52468,UFINET PANAMA S.A.
3,17849,"Tbroad Ginam Broadcating Co., Ltd."
3,31593,TV Company Black Sea Ltd
3,11014,CPS
3,35608,R-line 1 LLC
3,42160,lcp nv
3,26753,In2net Network Inc.
3,53340,FIBERHUB
3,35135,Bank of Lithuania
3,202536,Isim Kayit Bilisim
3,51177,Tipzor Media Srl
3,15576,NTS workspace AG
3,51775,Datis Solutions Pty Ltd
3,47521,Prokopiou A. Toulkaridis X. O.E.
3,29017,NTT Global Data Centers EMEA UK Ltd.
3,10955,WILPATERSON
3,37353,MacroLAN
3,55045,TEKTONIC
3,39028,JSC ER-Telecom Holding
3,8560,1&1 Ionos Se
3,33588,BRESNAN-33588
3,34164,Akamai International B.V.
3,48155,University of Ruse Angel Kanchev
3,202054,"Grupo Sys4net, S.l."
3,13760,UNITI-FIBER
3,27847,Tecnología Digital
3,16462,UVIC-AS
3,49808,Energie AG Oberoesterreich Telekom GmbH
3,22085,Claro S/A
3,9158,Telenor A/S
3,21350,Interspace Ltd.
3,20343,PEPPERDINE
3,49800,GNC-Alfa CJSC
3,132680,Net Virtue Pty Ltd
3,7474,SingTel Optus Pty Ltd
3,136195,"Qingdao, Shandong Province, P.R.China."
3,62838,Reprise Hosting
3,16095,JAYNET A/S
3,8374,Polkomtel Sp. z o.o.
3,393249,UBC
3,134420,Chongqing Telecom
3,15817,Mittwald CM Service GmbH und Co.KG
3,45504,Kingspeed International Freight Express
3,147001,"LANDUPS CO., LTD"
3,2510,FUJITSU LIMITED
3,17698,COMMUNITY NETWORK CENTER INCORPORATED.
3,12946,"R Cable y Telecable Telecomunicaciones, S.A.U."
3,88,PRINCETON-AS
3,45305,"Lintas Data Prima, PT"
3,8,RICE-AS
3,22653,Cyber Wurx LLC
3,1970,TAMUS-NET
3,38117,jin san cable net company ltd
3,200628,BGO Cloud OOD
3,264688,RperezNet
3,20485,Joint Stock Company TransTeleCom
3,25668,Cipherkey Exchange Corp.
3,134756,CHINANET Nanjing Jishan IDC network
3,24187,KIRZ Service Provider
3,2764,AAPT Limited
3,17711,National Dong Hwa University
3,62904,EONIX-COMMUNICATIONS-ASBLOCK-62904
3,3221,Haridus- ja Noorteamet
3,16629,CTC. CORP S.A. (TELEFONICA EMPRESAS)
3,4651,The Communications Authority of Thailand(CAT)
3,200831,Savvii B.V.
3,57717,FiberXpress BV
3,44217,IQ Networks
3,201595,mono solutions ApS
3,263238,Eliana Vanessa Morocho Oña
3,267868,INGENIERIA Y ASESORIAS EN COMPUTACION Y COMUNICACION NEOSECURE S.A.
3,12188,Q9 Networks Inc.
3,39782,Rack Sphere Hosting S.A.
3,16580,ATHABASCA-U
3,136743,"Internet Keeper Technology(International) Co., Limited"
3,13319,S-I-S
3,12956,TELXIUS TELXIUS Cable
3,48474,Nordic Telecom Regional s.r.o.
3,25577,CloudCoCo Connect Limited
3,7979,"Servers.com, Inc."
3,18106,Viewqwest Pte Ltd
3,61207,Hostek AB
3,135944,VinhNam Commercial informatics service corporation
3,53479,AS-UPTIME
3,149767,NEAROUTE LIMITED
3,26832,RICAWEBSERVICES
3,41327,Fiber Telecom S.p.A.
3,12392,Brutele SC
3,927,QUINTILLION
3,715,WOODYNET-2
3,56067,453 Ladplacout Jorakhaebua
3,43513,Sia Nano IT
3,43106,Nevacom Ltd
3,5408,National Infrastructures for Research and Technology S.A.
3,134176,Rainbow network limited
3,136101,Pemerintah Kota Bandung
3,37153,HETZNER
3,855,Bell Canada
3,24541,"45RU Pty Ltd. Internet Service Provider, Perth, Western Australia."
3,13480,OGOPS
3,28126,BRISANET SERVICOS DE TELECOMUNICACOES LTDA
3,51107,UAB Bartus pro
3,49048,JSC ER-Telecom Holding
3,31200,Novotelecom Ltd
3,9930,TIME dotCom Berhad
3,24935,Avenir Telematique SAS
3,33657,CMCS
3,8111,DALUNIV
3,10161,QIA
3,10912,Internap Corporation
3,1257,Tele2 SWIPnet
3,24218,Global Transit Communications - Malaysia
3,598,CENTURYLINK-LEGACY-LVLT-598
3,6597,CBDC-6597
3,5769,Videotron Telecom Ltee
3,49013,"Fusion Media, s.r.o."
3,28878,Signet B.V.
3,134286,Net for Choice
3,140827,AZ VIET NAM COMMUNICATIONS TECHNOLOGY COMPANY LIMITED
3,25052,O.m.c. Computers & Communications Ltd
3,2734,CORESITE
3,59048,"Bei Jing Cloud Times Technology Co.,Ltd"
3,36865,Teledata Mozambique
3,23881,UDomain Web Hosting Company Ltd
3,62682,HILLBILLY-WIRELESS
3,197309,RS-Media LLC
3,22217,CALVIN-UNIVERSITY
3,207604,United Internet Ltd.
3,43359,Tarhely.Eu Szolgaltato Kft.
3,237,MERIT-AS-14
3,21413,Envia Tel GmbH
3,26753,IN2NET-NETWORK
3,202030,Icelandair ehf
3,56322,ServerAstra Kft.
3,12301,Invitech ICT Services Kft.
3,29256,Syrian Telecom
3,18,UTEXAS
3,201446,Soluciones web on line s.l.
3,35612,EOLO S.p.A.
3,51792,Firma Handlowa Giga Arkadiusz Kocma
2,17430,"5F Greatwall Bldg., A38 Xueyuan Road Haidian District,Beijing"
2,42525,GlobalConnect A/S
2,43761,SvyazService Ltd
2,43530,Limited Liability Company Irtelcom
2,45058,"Golden-Bridge Netcom communication Co.,LTD."
2,21267,Wavenet Limited
2,19324,DOSARREST
2,212653,Sebastien Berranger
2,201094,Mulgin Alexander Sergeevich
2,40584,AS40584
2,17613,KTE Information and Communications
2,40818,INSTADART
2,48149,Ivanteevskie telecommunicacii Ltd
2,3265,Xs4all Internet BV
2,55806,M/s VIVA Communications
2,13789,Internap Corporation
2,3685,BUFFALO-ASN
2,1201,ASN-ODU-AS-AS
2,10004,Phoenix Communications Inc.
2,14745,Internap Corporation
2,53564,AS-EMPIRELIFE
2,207508,Mehmet Uzunca
2,57844,SPDNet Telekomunikasyon Hizmetleri Bilgi Teknolojileri Taahhut Sanayi Ve Ticaret A.S.
2,32638,TRENT-UNIVERSITY
2,13919,ALLDATA-NET01
2,204410,Feistritzwerke-STEWEAG GmbH
2,23951,PT JEMBATAN CITRA NUSANTARA
2,14744,INTERNAP-BLOCK-4
2,38547,WITRIBE PAKISTAN LIMITED
2,30449,AZSTATE
2,58909,IBEE Software Solutions Pvt. Ltd.
2,231,MISU-231
2,63956,5G NETWORK OPERATIONS PTY LTD
2,9290,GoHosting
2,19165,Webpass Inc.
2,12258,Dimension Data (Pty) Ltd - Optinet
2,25836,STERLING-JEWELERS
2,13462,IEEE
2,60071,RendszerNET Kft.
2,38372,FoShan RuiJiang Science and Tech Ltd.
2,140096,Jinx Co. Limited
2,53334,"Total Uptime Technologies, LLC"
2,13101,TNG Stadtnetz GmbH
2,41661,JSC ER-Telecom Holding
2,35807,SkyNet Ltd.
2,675,MSUS-AS
2,13767,DATABANK-DFW
2,263687,Tucuman BBS S.R.L.
2,134771,CHINANET Sichuan province Chengdu MAN network
2,141159,"IncomparableHKNetwork Co., Limited"
2,16629,CTC. CORP S.A. TELEFONICA EMPRESAS
2,141174,INTELLIGENT CONNECTION LIMITED
2,204983,William David Edwards
2,263297,RENOVARE TELECOM
2,200896,Arminco Limited Liability Company
2,15497,7heaven LLC
2,17216,DC74 LLC
2,9475,Walailuk University
2,34968,Trixit Holding B.V.
2,14010,JACKHENRY
2,134705,Itace International Limited
2,54614,CIKTELECOM-CABLE
2,44267,Irkutskenergosvyaz Ltd
2,131142,Asia Pacific On-Line Service Inc.
2,49126,IHS Telekomunikasyon Ltd
2,22439,PERFECT-INTERNATIONAL
2,63730,VNSO TECHNOLOGY COMPANY
2,1249,FIVE-COLLEGES-AS
2,58294,CloudWall Ltd.
2,55470,Cyfuture India Pvt. Ltd.
2,7040,NETMINDERS
2,22822,"Limelight Networks, Inc."
2,37474,JINX
2,271155,NOG TELECOMUNICACOES LTDA
2,9714,Primus Telecommunications
2,17465,Cable ISP in India
2,39263,Ilimit Comunicacions S.L.
2,20001,Charter Communications Inc
2,21949,BEANFIELD
2,17676,SoftBank Corp.
2,28114,Alpha Tel S.A.
2,38623,ISPIXP IN CAMBODIA WITH THE BEST VERVICE IN THERE.
2,52263,Telecable Economico S.A.
2,198668,Tlapnet s.r.o.
2,17762,Tata Teleservices Maharashtra Ltd
2,134451,NewMedia Express Pte Ltd
2,205371,Zana Mohammed Mahdi A.Rahman company for Internet Service Provider LTD
2,35141,A1 Bulgaria EAD
2,37705,TOPNET
2,48685,Opin Kerfi hf
2,22834,BOSTONCOLLEGE
2,31400,diva-e Datacenters GmbH
2,138805,Dinas Komunikasi dan Informatika Kota Malang
2,22606,EXACT-7
2,15474,Rannsokna- og haskolanet Islands hf.
2,29208,"Dial Telecom, a.s."
2,49042,Phanes Networks B.V.
2,213145,Fibim Fibernet Gsm Sanayi Ve Ticaret Anonim Sirketi
2,7359,CENTURYLINK-SPA-ZUNI
2,201682,Liquid Web B.V.
2,52438,PLANISYS S.A.
2,62731,247RACK
2,18401,DAEGU UNIVERSITY
2,5653,UCSF
2,20166,1st Financial Bank USA
2,53543,ACCESS-COMMUNICATIONS-CO-OPERATIVE
2,24101,University of New England
2,133719,IDIGITALCAMP WEB SERVICES
2,137687,Wuhu
2,12066,ALTICE DOMINICANA S.A.
2,9471,ONATI
2,9116,Partner Communications Ltd.
2,24151,China Internet Network Infomation Center
2,39591,Global-e ICT solutions B.V.
2,376,RISQ-AS
2,207566,Hostway LLC
2,43478,JSC ER-Telecom Holding
2,202057,Moelven Modus AS
2,44692,Domtel Telecom Dariusz Dombek
2,197929,Pronet-com Ltd
2,197890,Megaservers.de
2,200851,Bamboozle Web Services MEA FZ-LLC
2,44966,Zirsakht Fanavari Etelaat va Ertebatat Pasargad Aryan PJS
2,7643,Vietnam Posts and Telecommunications (VNPT)
2,47165,Omskie kabelnye seti Ltd.
2,34088,Host Europe GmbH
2,14638,LCPRL
2,200628,BGO Media Ltd.
2,3313,BT Italia S.p.A.
